order_amount,num_items,distance_km,rider_experience,weather,order_time,promotion_applied,delivery_time_min
53.9,5,1.34,high,rain,morning,N,13.4
77.66,1,6.0,medium,clear,afternoon,Y,13.1
37.05,4,14.78,medium,snow,afternoon,N,43.6
66.16,7,12.27,high,snow,afternoon,N,50.1
29.64,5,9.29,high,fog,morning,N,29.7
91.29,4,7.76,high,rain,night,Y,21.2
68.61,7,4.56,medium,snow,night,N,28.5
64.47,2,3.05,medium,clear,night,Y,6.2
89.7,1,10.27,high,clear,morning,Y,8.3
21.22,4,9.01,low,snow,afternoon,Y,26.0
60.62,6,14.02,high,fog,afternoon,N,20.9
75.36,3,8.58,medium,fog,night,Y,20.7
32.37,4,7.6,high,rain,morning,Y,23.3
87.86,4,6.76,medium,snow,night,N,36.3
14.53,3,3.58,medium,snow,afternoon,Y,21.4
74.08,4,6.61,high,snow,evening,N,24.7
85.78,2,1.11,low,snow,evening,Y,25.0
29.93,2,7.93,medium,rain,afternoon,N,10.4
78.01,5,6.89,medium,rain,morning,N,24.4
52.88,6,2.52,high,clear,morning,N,12.4
62.95,2,1.89,high,fog,afternoon,N,-0.6
11.71,4,4.09,low,snow,evening,N,33.2
73.85,4,3.28,high,snow,morning,N,18.9
57.48,5,3.25,low,clear,evening,Y,12.6
16.57,5,9.31,medium,rain,night,Y,32.0
32.56,4,2.95,low,clear,morning,Y,27.8
54.69,3,14.37,medium,clear,morning,N,33.0
32.84,6,12.38,low,snow,afternoon,N,41.5
92.4,6,10.18,medium,snow,afternoon,Y,29.1
21.68,1,0.96,high,snow,evening,N,9.0
49.38,5,3.14,high,clear,night,N,14.1
94.54,3,10.32,high,rain,afternoon,N,23.6
10.11,5,14.12,high,rain,afternoon,N,37.7
68.41,7,8.29,medium,snow,night,N,24.2
81.92,2,2.28,low,clear,night,N,13.9
88.8,3,14.25,high,clear,evening,Y,35.8
,6,6.64,medium,snow,evening,N,34.5
12.45,1,2.86,high,fog,morning,Y,7.1
50.21,6,11.24,high,fog,afternoon,Y,26.6
21.69,5,10.44,low,fog,morning,Y,23.0
17.3,6,12.31,medium,fog,morning,Y,27.5
12.28,6,5.44,low,snow,afternoon,N,28.5
51.21,2,5.08,high,clear,afternoon,Y,18.5
83.34,1,12.17,low,fog,morning,N,26.9
28.74,5,10.08,low,clear,night,N,32.2
54.71,2,12.48,low,clear,evening,N,43.4
59.17,3,8.64,low,rain,evening,N,35.2
47.49,1,3.65,high,snow,afternoon,N,31.4
40.05,6,1.87,medium,fog,morning,N,4.3
23.96,4,13.34,medium,fog,night,Y,103.0
73.84,1,14.54,medium,snow,morning,N,27.6
74.02,7,14.21,medium,snow,night,Y,49.9
60.3,1,7.05,high,snow,evening,Y,31.7
70.54,2,11.87,medium,rain,afternoon,N,33.4
84.69,1,13.37,low,snow,evening,N,45.7
74.56,7,8.45,high,fog,night,Y,14.0
94.76,2,8.92,high,fog,evening,N,43.0
77.93,5,3.94,low,fog,evening,Y,20.8
32.45,3,8.34,low,fog,morning,Y,26.4
67.59,6,14.53,high,rain,afternoon,N,43.1
54.83,6,9.64,low,snow,afternoon,Y,37.6
43.95,6,12.29,medium,rain,afternoon,N,36.1
31.47,3,13.21,high,clear,morning,N,22.9
83.59,1,9.66,low,fog,evening,N,34.6
12.55,1,9.1,low,snow,morning,N,45.4
13.25,4,13.57,high,clear,afternoon,N,39.6
96.65,5,8.08,medium,rain,afternoon,Y,125.0
21.53,3,12.21,low,clear,night,Y,26.8
92.77,2,3.21,high,rain,afternoon,Y,8.5
92.86,2,10.04,high,fog,morning,Y,137.0
10.26,1,13.53,medium,snow,night,N,38.5
59.1,5,11.95,low,rain,morning,N,43.6
63.79,2,3.39,low,rain,afternoon,Y,7.9
38.21,6,7.6,low,snow,afternoon,Y,40.9
51.28,1,6.16,low,rain,night,Y,23.2
87.54,3,11.25,high,rain,afternoon,N,28.5
43.76,5,3.31,high,rain,morning,Y,7.5
71.06,4,7.3,high,clear,morning,N,5.0
80.21,7,7.69,low,rain,morning,Y,33.1
16.57,7,8.64,medium,snow,night,N,28.8
78.16,3,4.97,medium,fog,night,N,6.9
16.2,4,8.55,medium,clear,night,N,11.0
70.33,7,8.6,high,snow,night,N,24.8
75.76,1,1.99,high,rain,morning,Y,23.7
28.48,6,0.94,medium,clear,afternoon,Y,4.1
96.29,2,13.0,high,fog,night,N,20.5
48.43,2,10.7,high,clear,night,N,21.7
71.85,6,9.36,high,clear,morning,Y,18.8
,7,14.17,medium,clear,morning,N,12.5
12.15,3,14.76,high,fog,night,N,34.1
86.53,5,11.36,high,clear,morning,Y,23.1
10.07,2,2.82,high,rain,morning,N,18.5
13.68,3,3.91,high,rain,morning,N,28.8
89.04,5,11.65,low,fog,night,N,40.2
74.4,3,14.45,low,fog,afternoon,Y,37.0
99.25,5,2.95,high,snow,afternoon,Y,9.2
13.03,3,5.22,high,clear,afternoon,N,31.5
97.1,1,6.28,low,snow,morning,N,27.0
76.89,1,5.84,high,rain,afternoon,N,20.8
76.9,5,5.51,low,fog,night,N,19.9
30.67,2,6.85,high,rain,evening,Y,26.1
85.88,5,14.14,medium,fog,morning,Y,33.3
28.99,7,1.4,low,clear,morning,N,4.8
48.12,1,12.24,high,clear,morning,N,22.7
23.37,4,5.39,high,snow,evening,Y,23.6
,5,7.36,low,rain,evening,N,25.9
89.9,2,9.92,medium,fog,afternoon,N,21.9
58.17,2,10.37,high,clear,night,N,23.5
63.29,2,7.13,medium,rain,night,N,21.5
36.02,5,4.35,high,fog,morning,Y,24.2
71.81,1,8.4,medium,fog,night,N,4.2
72.19,5,13.01,medium,clear,evening,N,39.7
30.17,4,4.2,medium,clear,night,N,20.1
,3,5.16,low,snow,morning,N,9.8
16.84,6,7.69,high,clear,night,Y,15.0
55.79,3,0.62,high,snow,evening,Y,11.6
18.49,6,10.27,low,rain,afternoon,Y,23.7
23.9,5,11.69,medium,fog,afternoon,N,24.9
84.03,2,5.95,medium,rain,afternoon,Y,14.1
53.87,7,7.33,high,rain,morning,N,34.9
21.6,6,12.71,medium,rain,morning,N,41.0
87.63,4,13.69,low,clear,evening,Y,45.3
24.6,6,8.05,high,fog,afternoon,Y,27.2
80.75,3,1.57,high,clear,evening,Y,0.2
88.64,7,14.54,medium,fog,morning,N,31.4
22.92,7,10.09,low,fog,night,Y,131.0
48.66,3,8.08,high,fog,night,N,12.6
96.07,6,6.82,medium,snow,night,N,29.6
92.09,6,0.89,high,snow,morning,Y,10.1
32.09,7,12.6,low,rain,night,N,34.6
28.33,7,9.67,low,snow,afternoon,N,39.3
82.98,6,4.07,medium,clear,afternoon,Y,15.2
14.49,6,2.0,high,snow,evening,N,14.5
21.87,5,4.9,high,clear,evening,Y,22.9
12.06,3,14.79,medium,rain,morning,N,31.0
12.1,6,12.23,high,rain,night,Y,36.8
94.03,1,3.17,low,clear,night,N,16.5
10.73,5,3.67,low,clear,evening,Y,14.2
26.69,6,6.25,low,clear,afternoon,Y,21.8
64.72,3,7.09,high,rain,night,N,13.4
67.21,3,10.32,medium,snow,afternoon,N,39.1
41.33,1,1.42,high,snow,evening,Y,14.5
27.42,6,2.09,high,fog,evening,N,8.5
29.74,5,12.08,low,rain,evening,N,46.5
71.72,1,7.7,high,fog,night,Y,15.5
42.27,1,9.67,medium,fog,afternoon,N,16.5
38.88,5,8.19,low,rain,afternoon,N,18.5
78.49,7,11.97,medium,clear,evening,N,34.2
68.01,3,13.71,medium,fog,afternoon,N,25.5
39.72,3,1.85,high,fog,afternoon,N,22.0
20.07,2,11.44,high,snow,afternoon,Y,19.3
18.19,5,2.38,high,rain,evening,N,27.6
13.13,5,10.87,high,clear,evening,N,28.2
,3,14.28,high,rain,morning,Y,35.9
12.89,5,9.35,medium,snow,afternoon,Y,26.9
19.22,2,3.54,high,snow,night,Y,19.9
32.8,1,0.75,high,snow,morning,Y,11.2
39.52,3,10.25,medium,fog,afternoon,N,35.2
60.1,1,14.85,medium,clear,evening,N,36.5
95.91,4,14.35,low,clear,night,N,35.8
47.47,4,4.96,high,rain,afternoon,N,16.4
42.43,3,3.57,low,fog,evening,N,18.7
24.87,1,5.68,medium,snow,evening,N,27.5
44.59,1,10.14,high,clear,afternoon,N,11.3
30.55,1,6.25,low,rain,afternoon,Y,16.1
94.17,2,6.49,high,clear,morning,N,20.2
14.34,4,12.37,low,clear,evening,Y,34.9
12.21,1,5.15,low,rain,morning,N,21.0
,2,9.46,low,clear,afternoon,Y,26.0
54.49,4,6.79,high,clear,evening,N,21.0
87.56,6,7.97,high,rain,night,N,20.2
97.99,6,14.05,high,fog,night,Y,27.7
70.35,4,0.76,high,clear,afternoon,N,5.9
25.36,7,2.59,medium,fog,afternoon,N,5.3
17.43,3,14.38,low,clear,afternoon,N,38.6
64.86,7,2.04,low,rain,morning,Y,4.2
25.44,3,7.91,high,clear,evening,Y,28.0
24.51,7,0.57,low,rain,evening,N,19.4
98.79,5,3.38,low,clear,night,N,14.6
59.27,7,10.56,high,rain,evening,N,39.0
96.28,5,6.78,high,rain,night,N,33.2
12.85,6,10.71,high,clear,evening,N,33.5
35.03,7,10.12,high,fog,evening,Y,15.4
89.82,6,2.17,low,clear,morning,Y,1.4
69.78,2,12.22,low,snow,night,N,34.1
67.75,2,8.55,medium,clear,night,N,138.0
25.72,7,9.36,low,snow,morning,Y,36.3
69.04,7,8.75,high,clear,night,Y,14.4
98.66,6,8.44,medium,snow,morning,N,29.2
88.58,6,5.04,medium,fog,evening,N,13.8
52.66,2,11.83,high,snow,afternoon,N,30.4
38.26,5,12.13,high,snow,night,Y,24.4
74.3,7,9.66,medium,snow,evening,N,26.9
80.82,5,13.64,low,fog,evening,Y,29.8
,1,9.11,high,fog,morning,Y,16.4
87.35,5,8.45,medium,clear,evening,Y,30.3
12.92,2,2.01,high,clear,night,Y,-0.6
76.17,5,6.3,medium,snow,evening,N,45.0
37.87,7,8.13,low,clear,night,N,25.7
13.07,1,10.48,low,fog,afternoon,N,32.3
92.17,4,9.14,high,snow,night,Y,22.3
93.14,7,10.03,low,fog,afternoon,N,35.0
73.03,7,6.28,high,snow,evening,N,21.5
15.73,2,13.05,high,snow,morning,N,37.0
49.79,3,9.51,low,clear,night,N,42.9
61.79,6,5.65,medium,rain,morning,Y,19.6
76.74,4,14.26,medium,fog,night,N,42.6
73.92,4,11.29,high,snow,evening,N,30.7
52.3,2,3.63,medium,snow,evening,N,21.0
,7,0.68,low,rain,morning,Y,25.8
30.62,5,5.42,high,fog,afternoon,Y,12.5
85.68,5,6.0,high,fog,morning,Y,29.7
35.86,5,15.68,high,clear,afternoon,Y,135.0
83.66,2,10.33,low,snow,afternoon,N,31.7
53.25,1,4.09,high,clear,evening,Y,17.6
96.58,2,12.03,low,fog,morning,N,39.9
75.57,5,8.76,medium,fog,evening,Y,30.9
78.8,4,13.52,high,clear,evening,N,21.0
83.33,3,0.88,low,fog,evening,N,8.7
57.89,1,5.99,low,snow,afternoon,N,25.2
47.21,6,11.83,low,clear,night,N,139.0
13.4,3,6.78,low,clear,afternoon,N,24.9
50.23,4,13.45,low,snow,evening,Y,45.1
81.03,1,7.3,high,rain,morning,N,13.3
64.34,4,12.55,medium,clear,evening,N,33.8
61.72,4,14.17,medium,clear,evening,N,38.6
34.23,4,3.32,low,clear,morning,Y,16.6
53.0,6,2.25,low,snow,night,N,26.1
42.01,1,5.55,high,fog,morning,N,21.9
51.53,6,5.67,low,rain,evening,N,29.6
13.46,4,6.48,medium,rain,morning,N,21.5
61.45,3,0.91,low,snow,evening,N,7.2
70.53,1,7.52,medium,rain,night,N,27.0
24.83,4,5.94,high,clear,evening,N,18.3
22.13,1,8.17,low,rain,evening,N,33.2
61.52,6,9.69,low,clear,afternoon,Y,17.4
21.21,4,11.99,medium,rain,evening,N,28.4
25.59,5,0.69,high,clear,night,N,10.8
60.15,6,8.76,low,fog,evening,N,29.2
84.13,6,9.02,low,snow,afternoon,N,37.8
37.21,2,7.37,high,rain,afternoon,Y,23.9
25.39,3,0.61,medium,clear,morning,N,4.4
93.77,6,1.76,medium,fog,afternoon,N,17.1
14.49,7,14.82,medium,clear,night,N,29.0
46.57,4,8.77,medium,snow,night,Y,29.2
75.96,5,8.39,high,fog,evening,Y,21.5
77.3,1,10.34,medium,rain,afternoon,Y,27.6
17.52,1,2.41,low,fog,afternoon,N,12.7
51.06,1,11.42,low,rain,afternoon,N,37.4
,2,7.55,medium,snow,morning,N,22.7
97.13,3,8.45,medium,rain,morning,Y,34.7
88.39,3,11.13,low,clear,afternoon,N,23.0
47.68,1,12.66,high,rain,afternoon,N,33.0
35.05,2,10.2,low,clear,evening,N,26.3
49.33,1,14.1,medium,rain,evening,Y,50.3
81.11,6,13.49,high,clear,morning,N,30.4
25.07,7,14.38,high,clear,afternoon,N,39.0
25.4,1,6.01,medium,fog,morning,Y,7.6
74.34,2,7.85,high,snow,evening,Y,30.6
20.81,7,12.01,low,snow,morning,Y,44.2
70.62,7,4.05,high,fog,morning,N,13.7
14.11,5,14.69,high,fog,evening,N,44.8
15.29,3,9.82,medium,rain,evening,N,28.0
55.73,7,13.67,medium,rain,afternoon,Y,47.2
78.38,1,6.8,low,snow,morning,N,43.7
85.03,3,2.5,high,clear,afternoon,Y,5.5
72.17,3,5.61,low,fog,afternoon,Y,18.1
82.45,6,3.66,low,snow,night,Y,31.5
42.66,7,7.95,medium,fog,evening,N,36.0
42.83,5,15.17,medium,rain,evening,N,136.0
,4,6.42,high,rain,afternoon,N,18.9
64.75,1,12.42,medium,fog,evening,Y,31.9
53.56,4,10.15,medium,snow,afternoon,Y,22.9
16.19,3,0.88,high,rain,evening,N,6.3
84.45,3,6.8,high,snow,morning,Y,16.6
51.99,5,14.46,medium,rain,afternoon,Y,33.5
25.24,7,0.98,high,clear,night,N,3.7
84.47,7,3.66,medium,clear,evening,Y,15.0
53.43,3,14.86,high,fog,morning,N,45.6
99.08,7,4.02,medium,rain,afternoon,Y,11.1
64.96,4,11.9,high,clear,night,N,32.7
59.46,1,7.04,high,clear,morning,N,14.6
30.96,3,13.72,high,fog,evening,N,35.1
93.28,2,10.98,low,rain,evening,N,41.7
36.46,6,0.7,high,rain,night,N,1.5
34.56,3,14.29,low,clear,morning,Y,37.3
61.35,4,2.1,low,rain,evening,N,20.4
34.8,6,14.68,low,snow,afternoon,N,47.8
61.29,5,14.39,low,snow,night,N,44.8
18.95,5,6.87,high,fog,night,N,35.9
29.82,7,3.15,medium,fog,night,N,7.8
31.55,2,13.04,medium,rain,morning,Y,31.4
30.77,5,6.81,medium,clear,evening,N,15.3
22.64,7,5.61,high,rain,morning,Y,15.3
70.05,1,10.62,high,snow,morning,N,26.8
91.55,6,14.32,low,clear,afternoon,Y,44.0
56.98,6,6.37,medium,clear,morning,N,25.7
95.59,5,13.02,high,rain,evening,N,33.0
84.78,2,4.47,low,rain,night,Y,15.1
80.32,7,0.52,high,clear,evening,N,9.3
14.96,2,6.14,high,clear,morning,N,10.4
78.38,1,10.58,low,snow,evening,Y,132.0
64.55,3,7.5,high,rain,night,N,24.4
41.94,4,4.71,medium,clear,morning,N,1.8
63.88,2,5.5,high,clear,night,Y,23.8
49.1,5,10.64,high,fog,morning,Y,38.9
,5,10.72,high,clear,evening,N,22.2
85.2,2,5.06,high,rain,morning,Y,15.4
47.23,3,13.59,high,fog,morning,N,34.2
,2,0.92,medium,clear,evening,N,10.2
60.45,2,9.06,low,snow,morning,Y,36.7
23.01,4,4.35,high,snow,evening,Y,35.8
87.31,4,12.64,medium,rain,morning,Y,33.0
38.5,1,1.62,low,fog,night,N,6.7
34.87,4,8.09,low,rain,evening,Y,21.5
41.24,5,8.35,low,fog,night,Y,20.6
32.53,2,13.03,high,rain,afternoon,N,34.8
60.32,5,11.36,low,snow,night,Y,49.3
21.44,2,3.99,high,fog,afternoon,N,10.4
41.9,7,9.49,low,clear,evening,N,29.5
72.28,4,5.07,medium,rain,night,Y,19.0
44.17,5,2.43,low,fog,morning,N,22.2
87.55,6,6.24,low,snow,afternoon,N,45.2
23.45,5,7.95,high,rain,night,N,20.2
20.07,7,10.73,low,clear,night,Y,24.0
17.81,5,5.13,high,fog,evening,Y,25.6
55.17,6,11.96,high,snow,evening,N,41.7
64.06,3,3.34,high,snow,evening,N,32.6
17.58,4,13.38,medium,snow,afternoon,N,42.8
38.34,7,14.62,high,rain,afternoon,Y,35.7
86.96,1,8.03,low,clear,evening,N,29.2
86.23,5,2.04,medium,rain,evening,N,23.8
46.2,2,5.12,medium,fog,night,Y,22.0
90.35,4,11.36,low,rain,evening,Y,41.3
48.89,5,9.99,medium,snow,evening,N,41.4
79.99,3,8.9,high,rain,afternoon,N,35.0
11.62,2,0.9,high,clear,afternoon,N,14.5
45.58,2,2.84,high,clear,afternoon,Y,13.2
44.02,4,6.2,low,rain,night,N,23.2
52.47,1,10.65,low,rain,morning,Y,34.3
74.35,2,1.46,high,snow,morning,Y,21.4
62.37,5,0.55,medium,snow,night,N,6.4
21.76,3,4.65,low,clear,afternoon,N,18.9
26.67,5,5.52,low,snow,evening,Y,25.3
61.85,4,10.59,low,clear,evening,Y,30.4
17.58,3,1.09,medium,snow,afternoon,N,23.1
59.42,4,11.92,medium,rain,morning,N,34.2
12.03,1,7.81,high,fog,night,N,20.9
95.53,3,6.84,low,clear,morning,N,10.2
30.3,3,5.98,medium,snow,evening,Y,31.2
82.13,3,6.39,low,fog,night,N,26.3
89.06,4,14.57,low,snow,evening,N,61.3
91.45,4,6.03,high,rain,night,N,17.9
46.04,5,5.34,low,snow,afternoon,N,27.2
98.14,2,12.44,high,fog,evening,N,34.6
15.09,5,6.8,low,clear,evening,Y,33.6
,4,2.59,low,rain,morning,N,16.5
34.92,3,12.86,high,snow,morning,Y,37.7
93.06,2,14.12,high,snow,evening,Y,45.5
51.54,1,3.88,high,snow,evening,Y,22.1
65.35,4,10.25,high,snow,evening,Y,30.4
36.08,1,12.32,medium,fog,morning,N,32.0
59.41,3,8.76,high,rain,night,N,33.0
42.06,6,10.5,high,clear,evening,N,18.8
22.75,2,10.12,high,rain,evening,Y,32.2
27.73,1,10.4,low,snow,night,Y,29.9
36.48,3,14.26,low,snow,night,Y,50.9
86.28,4,14.22,low,snow,morning,N,31.8
67.06,6,7.4,high,rain,morning,N,18.9
26.2,1,3.96,medium,rain,evening,Y,22.6
28.25,5,9.8,medium,clear,night,Y,33.6
30.7,2,8.32,low,clear,night,Y,22.2
67.94,3,4.1,medium,clear,evening,Y,10.3
31.64,5,2.75,medium,snow,night,N,29.7
15.92,5,10.92,high,clear,afternoon,N,14.7
42.8,2,2.58,medium,snow,afternoon,Y,1.8
10.65,2,13.04,medium,rain,night,Y,38.2
47.03,6,3.5,medium,rain,morning,Y,12.5
19.59,5,9.11,high,rain,afternoon,N,20.1
29.18,5,14.25,low,clear,afternoon,Y,40.5
87.53,4,0.64,medium,fog,evening,N,12.0
65.44,7,13.06,high,snow,evening,N,35.2
16.24,3,2.92,low,clear,night,N,2.9
40.74,6,3.2,high,snow,afternoon,Y,23.5
86.0,5,2.02,low,fog,morning,N,17.6
34.69,1,3.79,medium,clear,afternoon,Y,10.9
73.05,1,9.95,high,clear,afternoon,N,35.8
81.38,7,9.46,high,rain,evening,N,22.4
98.14,3,6.96,medium,rain,morning,Y,12.2
30.42,6,11.87,low,snow,evening,N,35.9
42.28,3,14.78,low,snow,morning,N,43.2
77.69,5,12.45,medium,clear,afternoon,N,30.6
44.23,7,2.38,low,fog,afternoon,N,13.1
46.81,5,9.57,low,snow,morning,N,35.6
33.52,3,9.69,medium,fog,morning,Y,16.6
20.68,6,3.59,high,fog,evening,Y,25.3
26.75,2,13.94,high,rain,morning,Y,35.3
51.49,5,7.42,high,fog,afternoon,N,28.7
33.56,6,6.2,low,fog,night,N,23.8
96.49,5,5.28,low,clear,evening,Y,22.8
87.64,5,11.76,low,snow,evening,Y,44.5
39.88,1,3.76,high,snow,night,N,20.7
41.45,4,6.89,medium,rain,night,Y,27.3
67.61,1,8.66,medium,rain,evening,N,38.6
29.66,5,14.17,medium,clear,afternoon,N,33.7
79.3,6,4.83,high,rain,evening,N,25.6
45.55,7,12.68,low,rain,morning,N,36.7
24.62,3,11.93,low,clear,night,N,39.9
44.93,4,10.41,low,rain,morning,N,28.1
57.21,4,8.18,high,clear,afternoon,Y,32.0
65.83,1,10.27,low,clear,morning,N,26.3
79.93,5,12.59,high,fog,night,Y,20.2
31.52,6,12.75,high,clear,evening,Y,31.4
,1,0.81,high,clear,morning,Y,-1.1
89.17,2,2.64,medium,rain,afternoon,N,21.2
72.73,1,11.0,medium,snow,night,Y,28.4
83.93,1,1.38,high,rain,afternoon,Y,8.6
36.74,3,4.23,high,clear,afternoon,N,-1.8
93.87,7,9.0,medium,snow,morning,N,135.0
67.16,1,3.19,medium,rain,night,Y,-1.6
53.83,5,5.42,medium,clear,afternoon,N,3.8
20.73,6,10.34,medium,snow,afternoon,N,38.0
88.55,5,14.66,medium,rain,morning,Y,43.8
86.04,7,12.2,medium,rain,afternoon,N,37.4
88.29,2,10.76,low,rain,night,Y,26.8
42.25,2,6.06,medium,clear,afternoon,N,15.8
46.42,3,14.86,medium,snow,night,Y,40.7
42.44,7,14.69,low,snow,night,N,35.3
,7,9.96,medium,snow,morning,N,41.4
63.75,5,6.87,medium,clear,night,Y,22.9
90.02,3,11.45,medium,snow,night,N,32.4
47.76,3,4.71,medium,snow,afternoon,N,21.6
88.97,7,5.12,high,clear,afternoon,N,14.7
98.03,1,8.88,low,snow,evening,N,20.5
,7,11.3,medium,snow,morning,Y,31.9
11.01,4,4.55,low,clear,evening,N,13.3
96.26,5,1.1,medium,snow,morning,N,6.2
71.33,4,12.29,low,clear,night,N,28.6
31.98,5,6.2,medium,rain,evening,Y,37.0
65.94,1,5.57,high,rain,morning,Y,23.6
45.4,3,9.1,high,snow,morning,N,24.2
99.75,2,7.32,medium,snow,afternoon,Y,30.6
95.53,5,12.0,medium,fog,morning,N,39.8
35.67,2,1.97,high,fog,night,N,15.4
31.53,1,11.79,low,snow,morning,N,102.0
62.05,4,0.9,high,clear,night,Y,-0.7
84.22,4,13.91,high,fog,night,Y,37.7
15.48,1,9.7,medium,clear,morning,N,25.2
74.87,7,8.91,high,fog,night,N,108.0
26.81,7,0.92,low,clear,morning,Y,12.3
49.3,5,5.37,high,snow,evening,Y,31.1
,2,14.49,high,fog,morning,Y,30.2
34.91,1,6.8,high,snow,evening,Y,35.8
27.83,5,13.42,low,snow,evening,Y,45.2
58.15,3,12.8,low,rain,morning,N,52.1
60.43,7,14.25,low,fog,night,N,32.7
97.85,4,4.68,high,fog,night,N,26.5
83.27,7,3.22,low,snow,afternoon,N,22.8
21.91,1,10.99,low,fog,night,N,26.4
36.47,7,7.09,medium,rain,morning,N,19.8
13.93,2,14.84,low,snow,morning,N,41.4
55.79,1,8.34,high,snow,morning,N,29.6
12.29,7,4.51,high,clear,evening,Y,17.7
,5,1.14,medium,rain,evening,N,10.3
94.24,5,5.89,medium,fog,morning,Y,17.6
77.59,5,11.67,medium,rain,morning,Y,47.3
81.46,4,3.61,low,rain,afternoon,Y,32.3
68.67,1,8.78,low,snow,morning,N,34.6
59.95,4,2.71,medium,rain,morning,N,14.7
13.73,2,9.83,medium,rain,evening,N,32.5
64.42,4,11.41,medium,snow,morning,Y,38.1
42.52,5,0.67,medium,clear,evening,N,0.2
35.36,1,11.3,medium,clear,morning,Y,23.8
54.87,4,4.06,low,clear,morning,N,2.4
48.6,6,14.76,low,rain,morning,N,44.3
28.92,6,4.57,medium,fog,morning,Y,19.7
47.96,7,14.03,low,snow,afternoon,Y,39.7
48.63,2,6.5,low,snow,night,N,38.0
84.85,2,10.85,medium,fog,morning,N,19.1
50.24,2,5.21,high,clear,afternoon,Y,3.2
21.63,2,1.99,medium,clear,afternoon,N,9.6
34.66,6,6.51,high,fog,night,Y,25.3
55.18,2,2.41,low,snow,afternoon,N,31.6
78.22,4,8.27,low,snow,evening,Y,30.3
35.25,5,13.32,high,rain,night,N,42.2
48.77,1,10.72,high,clear,night,N,23.2
37.8,4,11.65,low,rain,night,N,34.1
81.94,2,12.01,medium,snow,morning,Y,41.2
44.7,2,13.31,low,clear,morning,N,37.2
53.16,7,6.15,medium,clear,morning,N,4.3
91.57,4,5.96,high,fog,evening,N,30.3
37.44,4,7.68,medium,snow,afternoon,Y,37.0
28.24,5,11.89,medium,snow,night,N,107.0
91.37,2,3.97,medium,fog,night,N,16.7
47.59,5,5.41,high,rain,afternoon,N,23.3
48.71,2,8.73,medium,clear,night,N,22.3
72.91,1,7.13,high,snow,night,N,20.4
33.2,3,9.29,high,fog,night,N,18.9
77.83,5,5.45,medium,fog,afternoon,N,17.7
99.69,2,4.1,low,fog,night,Y,25.4
43.79,1,5.85,low,snow,afternoon,Y,30.5
73.55,7,3.44,high,clear,evening,N,9.3
14.54,3,14.15,high,fog,morning,N,38.7
12.19,6,3.42,medium,fog,afternoon,Y,-6.1
59.04,4,0.63,medium,fog,morning,Y,15.3
93.49,2,14.76,medium,fog,morning,Y,23.3
31.48,3,11.62,high,snow,evening,N,33.7
71.18,6,14.7,medium,snow,afternoon,N,33.6
52.81,4,10.14,high,snow,evening,N,24.2
13.98,3,11.81,high,rain,evening,N,42.7
26.32,4,6.24,medium,clear,afternoon,N,13.2
38.3,1,13.72,high,clear,morning,N,31.9
84.68,7,14.19,high,clear,night,Y,30.1
25.7,5,10.56,high,snow,evening,N,37.5
96.36,4,7.63,low,fog,evening,N,27.8
14.43,1,12.47,low,rain,morning,Y,28.0
27.14,1,1.17,medium,rain,morning,Y,18.3
78.11,2,1.85,medium,snow,night,N,11.2
11.3,1,3.19,medium,clear,evening,N,1.5
67.72,1,3.6,medium,snow,night,Y,15.2
42.82,1,9.24,high,snow,evening,N,42.0
24.32,1,7.29,medium,clear,night,N,23.5
69.29,1,9.1,low,clear,evening,Y,24.8
84.66,1,8.77,low,clear,morning,N,21.1
12.24,3,6.74,high,snow,evening,Y,24.2
83.36,1,8.24,medium,clear,afternoon,N,35.0
18.88,7,9.84,medium,snow,evening,N,36.4
54.41,6,9.71,medium,fog,evening,Y,31.4
97.06,5,11.28,medium,snow,afternoon,N,41.8
12.67,6,10.63,medium,fog,morning,N,28.9
83.03,5,10.75,low,rain,night,N,31.7
31.44,4,10.07,medium,clear,evening,N,24.8
22.01,5,2.99,high,fog,night,Y,10.5
62.94,6,0.88,high,snow,afternoon,N,12.5
44.99,1,9.99,high,fog,afternoon,N,31.1
23.52,2,14.41,medium,fog,evening,Y,38.2
18.69,5,6.82,low,fog,night,N,27.8
84.35,6,9.79,medium,snow,evening,Y,33.0
23.82,2,5.12,low,rain,morning,N,22.8
63.34,7,15.36,high,fog,evening,N,132.0
23.77,6,1.35,low,fog,night,N,18.1
99.07,5,2.26,high,clear,evening,N,11.9
70.4,1,1.36,high,fog,night,N,14.7
90.94,3,7.96,medium,fog,night,N,1.6
75.29,5,12.17,high,snow,morning,N,105.0
10.08,6,1.58,low,fog,afternoon,Y,12.2
36.48,3,7.93,high,rain,afternoon,N,32.6
61.42,4,12.73,low,snow,morning,N,32.2
86.61,6,13.73,high,rain,afternoon,Y,40.7
50.49,4,9.75,medium,snow,night,N,23.1
89.7,2,10.17,low,rain,morning,Y,28.0
21.21,6,11.46,high,clear,evening,N,41.3
82.86,1,4.57,low,clear,morning,N,13.8
11.84,5,2.62,medium,snow,night,N,17.8
97.46,4,5.9,high,rain,evening,Y,28.9
88.6,5,14.7,high,fog,morning,N,37.9
42.56,4,3.39,low,fog,evening,N,19.8
96.63,1,4.99,medium,snow,morning,Y,23.5
54.93,2,6.76,medium,rain,evening,N,42.3
21.33,6,2.13,high,fog,evening,Y,11.9
33.26,7,0.97,high,snow,morning,Y,13.3
